,Year,CBPF Name,Cluster,Total Allocations,Targeted People,Reached People
50,2017,Iraq,Protection,10382205.1397,551078,661082
51,2017,Iraq,Water Sanitation Hygiene,16077217.565,941136,1302376
52,2017,Jordan,Education,204522.45,249,33
53,2017,Jordan,Emergency Shelter and NFI,3334230.28,43073,72599
54,2017,Jordan,Food Security,655758.35,31300,31300
55,2017,Jordan,Health,2280640.15,10682,11520
56,2017,Jordan,Protection,1180738.33,8434,14801
57,2017,Jordan,Water Sanitation Hygiene,799325.75,4578,6231
58,2017,Lebanon,Early Recovery,236666.88,120,120
59,2017,Lebanon,Education,341465.94,941,718
60,2017,Lebanon,Emergency Shelter and NFI,1216010.4035,13742,14318
61,2017,Lebanon,Health,1124456.42,6058,15345
62,2017,Lebanon,Protection,2618468.8085000003,73019,76810
63,2017,Lebanon,Water Sanitation Hygiene,210835.708,4590,4855
64,2017,Myanmar,Education,1332333.2261,35133,35409
65,2017,Myanmar,Emergency Shelter and NFI,1513993.2332,28189,31550
66,2017,Myanmar,Food Security,1241932.1772,39469,43573
67,2017,Myanmar,Health,944268.066,143895,157648
68,2017,Myanmar,Nutrition,943374.9481,14682,23154
69,2017,Myanmar,Protection,2057700.0031,109177,127660
70,2017,Myanmar,Water Sanitation Hygiene,1761683.7563,71712,79751
71,2017,Nigeria,Early Recovery,1300000.59,13000,23245
72,2017,Nigeria,Education,1134130.0,49940,51535
73,2017,Nigeria,Emergency Shelter and NFI,5757986.16,289317,295987
74,2017,Nigeria,Emergency Telecommunications,476127.58,20,62
75,2017,Nigeria,Health,4188917.44,1589207,1713622
76,2017,Nigeria,Logistics,2385218.38,387,259
77,2017,Nigeria,Nutrition,1007098.46,168774,287756
78,2017,Nigeria,Protection,4027428.3,297059,696043
79,2017,Nigeria,Water Sanitation Hygiene,3682242.3,352570,731330
80,2017,oPt,Education,450048.09,1996,2006
81,2017,oPt,Emergency Shelter and NFI,1037520.14,1719,1895
82,2017,oPt,Food Security,3935458.81,20229,24901
83,2017,oPt,Health,3842554.672,4188775,4509987
84,2017,oPt,Protection,794802.27,21608,22621
85,2017,oPt,Water Sanitation Hygiene,1678059.6379999998,3264904,3264515
86,2017,Pakistan,Education,999443.99,5385,5852
87,2017,Pakistan,Emergency Shelter and NFI,300002.31,2680,2023
88,2017,Pakistan,Health,1499986.83,97510,116648
89,2017,Pakistan,Nutrition,1000073.54,38697,51117
90,2017,Pakistan,Water Sanitation Hygiene,1999998.0,177921,307244
91,2017,Somalia,Camp Coordination / Management,1155466.3988,26579,42045
92,2017,Somalia,Education,5224423.952251,98974,123097
93,2017,Somalia,Emergency Shelter and NFI,4277570.0655000005,151838,174222
94,2017,Somalia,Food Security,10321866.657802,318675,489222
95,2017,Somalia,Health,8673936.515324,1488043,1499349
96,2017,Somalia,Logistics,250000.26,4000,4050
97,2017,Somalia,Multi-Sector,3278032.68,10666014,10654393
98,2017,Somalia,Nutrition,7114320.016731,334601,433506
99,2017,Somalia,Protection,6739418.8232,117568,170779
100,2017,Somalia,Water Sanitation Hygiene,10713343.130392,624253,780628
101,2017,South Sudan,Camp Coordination / Management,1049959.97,120380,106732
102,2017,South Sudan,Coordination and Support Services,1636079.98,161,201
103,2017,South Sudan,Education,4708923.2,128140,143997
104,2017,South Sudan,Emergency Shelter and NFI,6690077.74,651275,691940
105,2017,South Sudan,Food Security,6329278.95,859630,616490
106,2017,South Sudan,Health,10193554.239999998,1368956,2218810
107,2017,South Sudan,Logistics,5850001.14,950,760
108,2017,South Sudan,Nutrition,9840416.77,599434,705688
109,2017,South Sudan,Protection,6999082.149999999,257881,349018
110,2017,South Sudan,Water Sanitation Hygiene,9900964.17,1110628,1254014
111,2017,Sudan,Coordination and Support Services,1244802.08,3645002,3411235
112,2017,Sudan,Early Recovery,1511905.73,92434,71150
113,2017,Sudan,Education,2050513.4835,81160,86190
114,2017,Sudan,Emergency Shelter and NFI,1395223.4019999998,96882,91536
115,2017,Sudan,Food Security,5245132.9805000005,628659,693072
116,2017,Sudan,Health,5311841.7656,1482227,1369769
117,2017,Sudan,Multi-Sector,2743594.5,162306,212238
118,2017,Sudan,Nutrition,2923128.3872,225462,406939
119,2017,Sudan,Protection,2260277.2496,158690,180995
120,2017,Sudan,Water Sanitation Hygiene,7511376.5516,987623,1017784
121,2017,Syria,Coordination and Support Services,250273.0,1,1
122,2017,Syria,Early Recovery,3362216.24,10560,10585
123,2017,Syria,Education,1690517.944,21074,29943
124,2017,Syria,Emergency Shelter and NFI,10977312.3717,262171,331944
125,2017,Syria,Food Security,1659445.9700000002,88504,126423
126,2017,Syria,Health,4390069.483,336976,425754
127,2017,Syria,Logistics,4782000.1,3,3
128,2017,Syria,Nutrition,2102391.825,222580,225956
129,2017,Syria,Protection,942208.406,37907,46506
130,2017,Syria,Water Sanitation Hygiene,4461705.3403,543352,576734
131,2017,Syria Cross border,Camp Coordination / Management,6270457.6715,263644,251780
132,2017,Syria Cross border,Coordination and Support Services,2664228.45,1704,598
133,2017,Syria Cross border,Early Recovery,1505396.6152,8475,8744
134,2017,Syria Cross border,Education,3136926.7,105347,124415
135,2017,Syria Cross border,Emergency Shelter and NFI,9121356.2833,316643,343257
136,2017,Syria Cross border,Food Security,4731616.62,124357,159182
137,2017,Syria Cross border,Health,8026475.619500001,932818,944669
138,2017,Syria Cross border,Nutrition,980918.0205,151044,154067
139,2017,Syria Cross border,Protection,5621451.129999999,1199422,1482925
140,2017,Syria Cross border,Water Sanitation Hygiene,3761540.96,1124529,1257620
141,2017,Yemen,Emergency Shelter and NFI,10140425.4219,180241,198737
142,2017,Yemen,Food Security,38794669.9482,928586,1027142
143,2017,Yemen,Health,19853996.4389,1519900,2144653
144,2017,Yemen,Logistics,1777884.18,1833,2624
145,2017,Yemen,Nutrition,12506431.9678,562594,994952
146,2017,Yemen,Protection,8100019.7791,359620,347670
147,2017,Yemen,Water Sanitation Hygiene,34799224.2741,2742639,3042888
0,2018,Afghanistan,Coordination and Support Services,1236704.41,20590,28770
1,2018,Afghanistan,Education,1779120.808,30148,29414
2,2018,Afghanistan,Emergency Shelter and NFI,19510314.5627,585190,451905
3,2018,Afghanistan,Food Security,7439074.7432,366241,391535
4,2018,Afghanistan,Health,7489865.209000001,1198145,1479740
5,2018,Afghanistan,Nutrition,12496483.5242,570410,868242
6,2018,Afghanistan,Protection,3468618.0673,190539,253429
7,2018,Afghanistan,Water Sanitation Hygiene,9164588.6156,703352,688894
8,2018,CAR,Camp Coordination / Management,570259.9153999999,73695,75741
9,2018,CAR,Early Recovery,1489030.1,84330,73341
10,2018,CAR,Education,1826805.1372,70559,106991
11,2018,CAR,Emergency Shelter and NFI,2403582.5183,156065,150683
12,2018,CAR,Emergency Telecommunications,400000.01,6,4
13,2018,CAR,Food Security,3552961.5481,117556,121580
14,2018,CAR,Health,3321145.486,898574,854788
15,2018,CAR,Logistics,3141169.75,308,458
16,2018,CAR,Nutrition,3997222.894,192782,156235
17,2018,CAR,Protection,3540286.161,431345,407803
18,2018,CAR,Water Sanitation Hygiene,4150356.46,340234,347790
19,2018,DRC,Education,5684079.603999999,147866,174204
20,2018,DRC,Emergency Shelter and NFI,6963977.919,211604,227507
21,2018,DRC,Food Security,15078065.8929,356747,396752
22,2018,DRC,Health,9284785.99992,638148,994495
23,2018,DRC,Logistics,4428559.068035999,121274,128680
24,2018,DRC,Multi-Sector,5320181.79,82280,162227
25,2018,DRC,Nutrition,6360554.947480001,164182,159853
26,2018,DRC,Protection,7415900.217099999,526575,565237
27,2018,DRC,Water Sanitation Hygiene,7984918.281564001,609040,1469092
28,2018,Ethiopia,Education,1987364.28,51751,47289
29,2018,Ethiopia,Emergency Shelter and NFI,12173320.8886,906138,1293515
30,2018,Ethiopia,Food Security,5700887.0,1210388,1614875
31,2018,Ethiopia,Health,15272084.811500002,3888221,4157789
32,2018,Ethiopia,Nutrition,26253103.448100004,1406969,1502840
33,2018,Ethiopia,Protection,6263955.851199999,1392712,797824
34,2018,Ethiopia,Water Sanitation Hygiene,17016819.560599998,1948985,2208909
35,2018,Iraq,Camp Coordination / Management,1120898.3221,186537,322032
36,2018,Iraq,Coordination and Support Services,2381378.9825,596360,618897
37,2018,Iraq,Early Recovery,497998.97,1177,1455
38,2018,Iraq,Education,2156952.15,42272,52096
39,2018,Iraq,Emergency Shelter and NFI,4857839.9054000005,166162,241940
40,2018,Iraq,Food Security,1635200.64,34830,48020
41,2018,Iraq,Health,7775514.350000001,10960890,8810424
42,2018,Iraq,Logistics,858970.8,5,5
43,2018,Iraq,Multi-Sector,4445851.29,115378,116612
44,2018,Iraq,Protection,5521140.029999999,237988,215745
45,2018,Iraq,Water Sanitation Hygiene,5339192.22,361280,452671
46,2018,Jordan,Education,600003.04,3060,4179
47,2018,Jordan,Emergency Shelter and NFI,3951147.68,76647,106491
48,2018,Jordan,Food Security,55241.76,19537,36093
49,2018,Jordan,Health,3102504.75,4933,8183
50,2018,Jordan,Protection,1808378.74,14811,16947
51,2018,Jordan,Water Sanitation Hygiene,855241.76,36149,87479
52,2018,Lebanon,Coordination and Support Services,53125.5,100,100
53,2018,Lebanon,Emergency Shelter and NFI,6268811.140000001,63541,71111
54,2018,Lebanon,Health,3230512.8368,10525,13688
55,2018,Lebanon,Protection,5143473.1832,41476,55516
56,2018,Myanmar,Camp Coordination / Management,47999.9964,2739,5320
57,2018,Myanmar,Education,1385119.1937,63162,65494
58,2018,Myanmar,Emergency Shelter and NFI,2606531.9649,53226,70893
59,2018,Myanmar,Food Security,2568131.3487,152080,209725
60,2018,Myanmar,Health,1946773.2276,240440,258888
61,2018,Myanmar,Nutrition,670949.5861,29715,28000
62,2018,Myanmar,Protection,1805621.4606,140019,150270
63,2018,Myanmar,Water Sanitation Hygiene,1784725.742,88543,95684
64,2018,Nigeria,Education,2017428.86,66956,72326
65,2018,Nigeria,Emergency Shelter and NFI,9220186.9454,410001,629202
66,2018,Nigeria,Food Security,1099631.8496,9760,8815
67,2018,Nigeria,Health,6864725.12,6910594,6961494
68,2018,Nigeria,Logistics,4199628.01,28500,45165
69,2018,Nigeria,Nutrition,2289838.67,271244,404128
70,2018,Nigeria,Protection,4684302.65588,320805,351271
71,2018,Nigeria,Water Sanitation Hygiene,5691181.40912,1119976,1444186
72,2018,oPt,Education,585193.99,15233,16418
73,2018,oPt,Emergency Shelter and NFI,1998553.37,4755,5011
74,2018,oPt,Food Security,2992974.4672,66417,83564
75,2018,oPt,Health,8248389.2928,1450215,1555605
76,2018,oPt,Protection,2900815.16,64488,83044
77,2018,oPt,Water Sanitation Hygiene,4447007.17,1627627,1704644
78,2018,Pakistan,Emergency Shelter and NFI,649943.34,4620,4626
79,2018,Pakistan,Health,1624996.57,134587,222214
80,2018,Pakistan,Water Sanitation Hygiene,3083232.55,160167,207916
81,2018,Somalia,Camp Coordination / Management,2589612.7863,183426,197283
82,2018,Somalia,Education,4973626.668579999,108280,120380
83,2018,Somalia,Emergency Shelter and NFI,6611509.720499999,223954,289164
84,2018,Somalia,Food Security,8412748.01692,117838,129107
85,2018,Somalia,Health,6359548.270321,698966,701948
86,2018,Somalia,Logistics,1100000.03,5700,2103
87,2018,Somalia,Multi-Sector,499999.53,10086,10093
88,2018,Somalia,Nutrition,5953318.030658,457754,442415
89,2018,Somalia,Protection,4979091.669799999,139402,168554
90,2018,Somalia,Water Sanitation Hygiene,11487834.646921,620390,712532
91,2018,South Sudan,Camp Coordination / Management,1899673.61,224456,267887
92,2018,South Sudan,Education,5114741.43,98230,146022
93,2018,South Sudan,Emergency Shelter and NFI,3792291.5,293916,507357
94,2018,South Sudan,Food Security,5199238.97,787470,785415
95,2018,South Sudan,Health,10517300.91,2411077,2826456
96,2018,South Sudan,Logistics,3560000.03,455,472
97,2018,South Sudan,Nutrition,8268416.359999999,643520,1018775
98,2018,South Sudan,Protection,8633302.56,358077,460677
99,2018,South Sudan,Water Sanitation Hygiene,6381002.88,525384,687350
100,2018,Sudan,Coordination and Support Services,500000.3,245000,164230
101,2018,Sudan,Early Recovery,1251999.11,67342,52917
102,2018,Sudan,Education,1322596.106,18246,434724
103,2018,Sudan,Emergency Shelter and NFI,547279.4284999999,30999,40007
104,2018,Sudan,Food Security,9081393.56194,554073,549954
105,2018,Sudan,Health,7992859.3298,2418378,2961382
106,2018,Sudan,Logistics,1000000.0,5400,5636
107,2018,Sudan,Multi-Sector,6031409.15,292493,503721
108,2018,Sudan,Nutrition,5542302.5154,501308,586960
109,2018,Sudan,Protection,1288958.9759999998,82489,344420
110,2018,Sudan,Water Sanitation Hygiene,7931048.072360001,1000401,1261137
111,2018,Syria,Education,1732997.76,30463,26686
112,2018,Syria,Emergency Shelter and NFI,11813362.4688,453464,494148
113,2018,Syria,Food Security,3614808.8311,132194,77337
114,2018,Syria,Health,5274845.6151,946024,1056241
115,2018,Syria,Nutrition,999953.95,67000,67148
116,2018,Syria,Protection,4351495.425,152488,153200
117,2018,Syria,Water Sanitation Hygiene,9187483.59,1177055,1298241
118,2018,Syria Cross border,Camp Coordination / Management,8336158.384299999,314673,302014
119,2018,Syria Cross border,Coordination and Support Services,1365949.6324,1524,2150
120,2018,Syria Cross border,Education,8983563.3133,205796,253004
121,2018,Syria Cross border,Emergency Shelter and NFI,17649288.4685,369052,419060
122,2018,Syria Cross border,Food Security,12369262.169999996,1041701,876465
123,2018,Syria Cross border,Health,12693581.623732002,2448238,2449651
124,2018,Syria Cross border,Nutrition,2396360.9482,639111,615082
125,2018,Syria Cross border,Protection,5569508.228768,452737,554389
126,2018,Syria Cross border,Water Sanitation Hygiene,12344575.110800002,1029646,1194457
127,2018,Yemen,Education,4672337.35,96109,106667
128,2018,Yemen,Emergency Shelter and NFI,20039216.32,381706,409937
129,2018,Yemen,Emergency Telecommunications,667722.78,32,39
130,2018,Yemen,Food Security,48950938.2795,1923156,2598314
131,2018,Yemen,Health,30191678.627299994,1886655,2211696
132,2018,Yemen,Logistics,3967127.13,25,21
133,2018,Yemen,Multi-Sector,6403501.51,35000,19456
134,2018,Yemen,Nutrition,31290469.675,1030873,1893461
135,2018,Yemen,Protection,21417638.110000003,1209629,1983584
136,2018,Yemen,Water Sanitation Hygiene,20560717.5382,2274648,2406269
0,2019,Afghanistan,Coordination and Support Services,2000000.0,3200,1920
1,2019,Afghanistan,Education,3821982.50018,43731,61916
2,2019,Afghanistan,Emergency Shelter and NFI,21943278.17,521670,457183
3,2019,Afghanistan,Food Security,17002421.3875,1375017,1603740
4,2019,Afghanistan,Health,2199711.27,63700,81112
5,2019,Afghanistan,Nutrition,8998515.63,166198,169226
6,2019,Afghanistan,Protection,4415944.51532,392696,367600
7,2019,Afghanistan,Water Sanitation Hygiene,3399250.9569999995,360824,324365
8,2019,CAR,Camp Coordination / Management,561987.873,91790,108168
9,2019,CAR,Coordination and Support Services,1249172.6,677,1206
10,2019,CAR,Early Recovery,1000099.06,15824,20228
11,2019,CAR,Education,2404000.065,121298,133314
12,2019,CAR,Emergency Shelter and NFI,2530772.084,180562,228158
13,2019,CAR,Emergency Telecommunications,605905.98,1855,1855
14,2019,CAR,Food Security,5039939.8100000005,186765,191741
15,2019,CAR,Health,4955850.6555,862896,848091
16,2019,CAR,Logistics,5300373.07,1572,12505
17,2019,CAR,Nutrition,5235047.92,431901,421586
18,2019,CAR,Protection,4172563.823,363820,412473
19,2019,CAR,Water Sanitation Hygiene,5942709.0695,679443,729144
20,2019,DRC,Coordination and Support Services,197999.21,100,100
21,2019,DRC,Education,5514622.010548,77277,88381
22,2019,DRC,Emergency Shelter and NFI,6936011.2269,120101,132938
23,2019,DRC,Food Security,9131193.7129,184745,211311
24,2019,DRC,Health,16936895.80032,2350528,2572362
25,2019,DRC,Logistics,6326068.4234,4346,4508
26,2019,DRC,Nutrition,6458664.27028,200012,258398
27,2019,DRC,Protection,11562591.423052,855596,1122800
28,2019,DRC,Water Sanitation Hygiene,15382909.7426,1520061,1296873
29,2019,Ethiopia,Coordination and Support Services,296122.54,10000,0
30,2019,Ethiopia,Education,3790002.26,114093,107811
31,2019,Ethiopia,Emergency Shelter and NFI,12025829.010091,760383,1087431
32,2019,Ethiopia,Food Security,3968615.6589,588094,679368
33,2019,Ethiopia,Health,10528031.517039,4202371,4671573
34,2019,Ethiopia,Nutrition,12030459.711278,1160385,1515326
35,2019,Ethiopia,Protection,5237158.729013,1070890,890532
36,2019,Ethiopia,Water Sanitation Hygiene,13156270.993679002,2030385,2386379
37,2019,Iraq,Camp Coordination / Management,3670909.4147,386060,403254
38,2019,Iraq,Coordination and Support Services,2458474.42,101183,254784
39,2019,Iraq,Early Recovery,3335243.65,3258,3280
40,2019,Iraq,Education,5141985.339,94634,116531
41,2019,Iraq,Emergency Shelter and NFI,17783917.5075,304734,467355
42,2019,Iraq,Emergency Telecommunications,137000.01,1,1
43,2019,Iraq,Food Security,4987048.2516,43816,41763
44,2019,Iraq,Health,11593934.28,1716522,2082562
45,2019,Iraq,Multi-Sector,7309481.56,44935,45773
46,2019,Iraq,Protection,15683702.0794,443845,400481
47,2019,Iraq,Water Sanitation Hygiene,10248786.5378,448392,551849
48,2019,Jordan,Emergency Shelter and NFI,3586907.26,31922,33935
49,2019,Jordan,Health,2258076.398,5970,7140
50,2019,Jordan,Protection,1952501.862,20740,25667
51,2019,Jordan,Water Sanitation Hygiene,956305.34,5714,7569
52,2019,Lebanon,Education,1045022.51,2300,1936
53,2019,Lebanon,Emergency Shelter and NFI,4103729.27,38478,38798
54,2019,Lebanon,Health,3623587.54,500325,330096
55,2019,Lebanon,Protection,2191859.5,21973,22547
56,2019,Myanmar,Camp Coordination / Management,279647.6839,11021,11823
57,2019,Myanmar,Education,1911902.685942,51501,68900
58,2019,Myanmar,Emergency Shelter and NFI,2683309.571374,37072,42063
59,2019,Myanmar,Food Security,1949597.442455,53061,68212
60,2019,Myanmar,Health,2926299.3720000004,253956,242232
61,2019,Myanmar,Nutrition,1031371.382636,72310,61392
62,2019,Myanmar,Protection,2688082.533236,135387,167005
63,2019,Myanmar,Water Sanitation Hygiene,2025664.698457,58209,71626
64,2019,Nigeria,Coordination and Support Services,699999.958,4772,5736
65,2019,Nigeria,Emergency Shelter and NFI,11003748.1312,925125,921843
66,2019,Nigeria,Health,4494348.4904,480181,461814
67,2019,Nigeria,Nutrition,2200187.8800000004,69279,79872
68,2019,Nigeria,Protection,3200578.5308,184635,378447
69,2019,Nigeria,Water Sanitation Hygiene,6093981.539600001,1338770,1420304
70,2019,oPt,Education,818519.432304,9419,12524
71,2019,oPt,Emergency Shelter and NFI,4243292.29,30706,37090
72,2019,oPt,Food Security,5703405.769476,154045,163977
73,2019,oPt,Health,8043411.251999999,594035,909153
74,2019,oPt,Protection,5246123.51622,112712,127646
75,2019,oPt,Water Sanitation Hygiene,3700773.73,187904,222549
76,2019,Pakistan,Food Security,1928778.8995,184265,229894
77,2019,Pakistan,Health,1252038.844,410154,445210
78,2019,Pakistan,Nutrition,2512674.942,190975,202482
79,2019,Pakistan,Water Sanitation Hygiene,3196925.4645,552951,588253
80,2019,Somalia,Camp Coordination / Management,1990846.402,178794,177660
81,2019,Somalia,Education,5288998.57,59968,69660
82,2019,Somalia,Emergency Shelter and NFI,5686521.8780000005,157777,175340
83,2019,Somalia,Food Security,7898659.48,134152,160952
84,2019,Somalia,Health,5852292.7902,334378,409336
85,2019,Somalia,Multi-Sector,1920001.28,107380,110110
86,2019,Somalia,Nutrition,5826228.4323,234911,285178
87,2019,Somalia,Protection,6237996.35,171501,202057
88,2019,Somalia,Water Sanitation Hygiene,12710512.4875,628275,696016
89,2019,South Sudan,Camp Coordination / Management,2181061.189,256195,335319
90,2019,South Sudan,Coordination and Support Services,579999.99,30450,26974
91,2019,South Sudan,Education,5372794.83751,204692,250556
92,2019,South Sudan,Emergency Shelter and NFI,6726168.528066,717525,797431
93,2019,South Sudan,Food Security,7477725.906959999,1588404,1593344
94,2019,South Sudan,Health,14330880.547039,2214035,2228018
95,2019,South Sudan,Logistics,4075127.0,517,678
96,2019,South Sudan,Nutrition,12262491.621812,940285,1129486
97,2019,South Sudan,Protection,13988408.689028,904063,1012284
98,2019,South Sudan,Water Sanitation Hygiene,12973052.380585,870665,1013575
99,2019,Sudan,Education,4993615.53868,241158,241151
100,2019,Sudan,Emergency Shelter and NFI,1700016.1,116500,80820
101,2019,Sudan,Food Security,10434157.31313,653295,764601
102,2019,Sudan,Health,13787682.866880002,4044899,4100297
103,2019,Sudan,Logistics,1000000.0,24000,16646
104,2019,Sudan,Nutrition,6564373.826239999,568162,749353
105,2019,Sudan,Protection,5720472.9090100005,307483,444886
106,2019,Sudan,Water Sanitation Hygiene,14387290.29606,2722834,2652641
107,2019,Syria,Education,7540244.5,97208,982209
108,2019,Syria,Emergency Shelter and NFI,7788429.220000001,263771,266426
109,2019,Syria,Food Security,6348760.59,468070,462177
110,2019,Syria,Health,8836273.6439,958227,854623
111,2019,Syria,Nutrition,1199871.7601,151158,134908
112,2019,Syria,Protection,7508902.412,221038,273993
113,2019,Syria,Water Sanitation Hygiene,13430729.914,3365193,3450162
114,2019,Syria Cross border,Camp Coordination / Management,16880622.67158,403633,486465
115,2019,Syria Cross border,Coordination and Support Services,2043085.78,10490,9890
116,2019,Syria Cross border,Early Recovery,3551060.277012,260698,280141
117,2019,Syria Cross border,Education,12083859.7637,350067,461898
118,2019,Syria Cross border,Emergency Shelter and NFI,18495495.934537,574426,549075
119,2019,Syria Cross border,Food Security,14817400.684988,444408,694245
120,2019,Syria Cross border,Health,13329997.9318,2777747,5096923
121,2019,Syria Cross border,Nutrition,2356292.67,243893,285532
122,2019,Syria Cross border,Protection,8775304.682983,486913,584641
123,2019,Syria Cross border,Water Sanitation Hygiene,24889213.7534,5422854,5741028
124,2019,Ukraine,Emergency Shelter and NFI,459852.4002,1703,1968
125,2019,Ukraine,Food Security,555626.5739,2315,2504
126,2019,Ukraine,Health,650147.6041,3447,5031
127,2019,Ukraine,Protection,554056.9145,2743,3057
128,2019,Ukraine,Water Sanitation Hygiene,767998.6973,14169,17191
129,2019,Yemen,Camp Coordination / Management,5348545.28776,147066,147683
130,2019,Yemen,Coordination and Support Services,19650308.98,542385,840215
131,2019,Yemen,Education,13532014.133676,337869,281515
132,2019,Yemen,Emergency Shelter and NFI,26457146.41394,622354,741236
133,2019,Yemen,Food Security,35199553.092664,936648,465868
134,2019,Yemen,Health,60411988.11929999,3513974,4506152
135,2019,Yemen,Multi-Sector,6977155.98,756000,748000
136,2019,Yemen,Nutrition,4268136.6694,176702,153541
137,2019,Yemen,Protection,20183868.4226,521879,617335
138,2019,Yemen,Water Sanitation Hygiene,47375313.090660006,3454843,3906540
0,2020,Afghanistan,Coordination and Support Services,9195099.95,76662,2634
1,2020,Afghanistan,Education,1455763.42,171585,172056
2,2020,Afghanistan,Emergency Shelter and NFI,11765236.7577,233810,237085
3,2020,Afghanistan,Food Security,10851945.611900002,514904,464617
4,2020,Afghanistan,Health,13156308.758605,2152816,4043317
5,2020,Afghanistan,Nutrition,8015693.27468,448474,848600
6,2020,Afghanistan,Protection,10052012.085915,923951,1035995
7,2020,Afghanistan,Water Sanitation Hygiene,9782455.5512,1010686,1140079
8,2020,CAR,Camp Coordination / Management,1607468.38745,119821,134852
9,2020,CAR,Coordination and Support Services,870231.3500000001,2086,2059
10,2020,CAR,Education,1396688.4049,145726,130351
11,2020,CAR,Emergency Shelter and NFI,3316534.9503880003,235635,191648
12,2020,CAR,Emergency Telecommunications,160037.55,2200,689
13,2020,CAR,Food Security,4762042.0195,141912,159306
14,2020,CAR,Health,3308684.918,621595,658157
15,2020,CAR,Logistics,4542869.7345,615,585
16,2020,CAR,Nutrition,2887373.2899,310983,300369
17,2020,CAR,Protection,3057054.581116,326784,456278
18,2020,CAR,Water Sanitation Hygiene,4930985.154246001,676247,825604
19,2020,DRC,Education,3524574.2215,64287,50815
20,2020,DRC,Emergency Shelter and NFI,7862583.630863,223598,230140
21,2020,DRC,Food Security,15726052.665438,481170,348026
22,2020,DRC,Health,12878888.9981,1810904,2144152
23,2020,DRC,Logistics,902131.98,115016,355043
24,2020,DRC,Multi-Sector,1038011.87,114,118
25,2020,DRC,Nutrition,7580754.843,435491,557439
26,2020,DRC,Protection,12004863.648005,820678,1068370
27,2020,DRC,Water Sanitation Hygiene,13482779.813094,1591573,2180639
28,2020,Ethiopia,Education,2776067.9294,145533,160972
29,2020,Ethiopia,Emergency Shelter and NFI,12308091.484682,899202,961829
30,2020,Ethiopia,Food Security,2390790.01,902733,740857
31,2020,Ethiopia,Health,12250001.962726,2498205,2680331
32,2020,Ethiopia,Logistics,4800014.85,75,101
33,2020,Ethiopia,Nutrition,5919619.395371,754979,942293
34,2020,Ethiopia,Protection,5982411.703962999,673842,688174
35,2020,Ethiopia,Water Sanitation Hygiene,11051524.223858,1374747,1470083
36,2020,Iraq,Camp Coordination / Management,1100182.8,27503,20404
37,2020,Iraq,Coordination and Support Services,605367.23,34722,46834
38,2020,Iraq,Education,2100000.01,74621,74900
39,2020,Iraq,Emergency Shelter and NFI,3126977.85,30168,32089
40,2020,Iraq,Food Security,2200000.0,11664,13672
41,2020,Iraq,Health,2905023.7,1390267,239497
42,2020,Iraq,Multi-Sector,2999807.06,13686,16853
43,2020,Iraq,Protection,7957509.72,150125,202018
44,2020,Iraq,Water Sanitation Hygiene,4599244.21,221574,313757
45,2020,Jordan,Emergency Shelter and NFI,3812763.542,73990,74478
46,2020,Jordan,Health,1634009.98,534448,94373
47,2020,Jordan,Protection,1567377.198,162363,303446
48,2020,Jordan,Water Sanitation Hygiene,1320363.7,343557,333942
49,2020,Lebanon,Coordination and Support Services,431594.12380000006,14235,1953
50,2020,Lebanon,COVID-19,211168.939,330,483
51,2020,Lebanon,Emergency Shelter and NFI,996813.01,25605,33710
52,2020,Lebanon,Food Security,3921972.9762,61564,83003
53,2020,Lebanon,Health,6697707.4896,75432,108593
54,2020,Lebanon,Protection,3061693.4114,15923,17889
55,2020,Lebanon,Water Sanitation Hygiene,889156.0800000001,2331,3061
56,2020,Myanmar,Camp Coordination / Management,200155.32900000003,7544,7350
57,2020,Myanmar,Coordination and Support Services,326635.5,29036,27056
58,2020,Myanmar,COVID-19,3789334.2925,719034,782551
59,2020,Myanmar,Education,1990652.8257,62538,67663
60,2020,Myanmar,Emergency Shelter and NFI,2634645.0884,74315,65879
61,2020,Myanmar,Food Security,1883014.419,50454,40457
62,2020,Myanmar,Health,1678063.9272000005,197987,171890
63,2020,Myanmar,Nutrition,291158.5085,10887,11279
64,2020,Myanmar,Protection,2063041.4016,146763,124491
65,2020,Myanmar,Water Sanitation Hygiene,1688031.4881000002,98085,57604
66,2020,Nigeria,Coordination and Support Services,809358.43,100220,400311
67,2020,Nigeria,Emergency Shelter and NFI,5934223.876800001,802700,1016194
68,2020,Nigeria,Food Security,588800.63,4800,5204
69,2020,Nigeria,Health,6102701.25,1511885,1426620
70,2020,Nigeria,Nutrition,4249657.22,171107,271510
71,2020,Nigeria,Protection,2114866.6232000003,407580,306157
72,2020,Nigeria,Water Sanitation Hygiene,3558494.47,505220,887592
73,2020,oPt,Education,687991.816,10302,11563
74,2020,oPt,Emergency Shelter and NFI,4483074.300000001,95299,104754
75,2020,oPt,Food Security,9332312.49,143463,144952
76,2020,oPt,Health,12932171.984,1108640,2384602
77,2020,oPt,Protection,3575189.4000000004,87352,96202
78,2020,oPt,Water Sanitation Hygiene,5179161.77,10748187,9276079
79,2020,Pakistan,Food Security,5793917.380000001,1661231,209717
80,2020,Pakistan,Health,2893633.4,1457007,1493631
81,2020,Pakistan,Water Sanitation Hygiene,993893.78,248775,251689
82,2020,Somalia,Camp Coordination / Management,2182999.905575,241748,420966
83,2020,Somalia,Education,1473282.526,58717,119835
